TIMING,TYPE,NOTE_TYPE,ANGLE,EVENT_TYPE,DURATION,VALUE0,VALUE1,VALUE2,VALUE3,VALUE4
162362,0,0,90,,,,,,,
162362,0,0,90,,,,,,,
162544,0,0,90,,,,,,,
162725,0,0,90,,,,,,,
162907,0,0,90,,,,,,,
163089,0,0,90,,,,,,,
163089,0,0,90,,,,,,,
163271,0,0,90,,,,,,,
163453,0,0,90,,,,,,,
163816,0,0,90,,,,,,,
163907,0,0,90,,,,,,,
163998,0,0,90,,,,,,,
164362,0,0,90,,,,,,,
164453,0,0,90,,,,,,,
164544,0,0,90,,,,,,,
164907,0,0,90,,,,,,,
164998,0,0,90,,,,,,,
165089,0,0,90,,,,,,,
165453,0,0,90,,,,,,,
165635,0,0,90,,,,,,,
165816,0,0,90,,,,,,,
165998,0,0,90,,,,,,,
165998,0,0,90,,,,,,,
166180,0,0,90,,,,,,,
166362,0,0,90,,,,,,,
166453,0,0,90,,,,,,,
166725,0,0,90,,,,,,,
166725,0,0,90,,,,,,,
166907,0,0,90,,,,,,,
167089,0,0,90,,,,,,,
167271,0,0,90,,,,,,,
167453,0,0,90,,,,,,,
167544,0,0,90,,,,,,,
167635,0,0,90,,,,,,,
167725,0,0,90,,,,,,,
167816,0,0,90,,,,,,,
167907,0,0,90,,,,,,,
167998,0,0,90,,,,,,,
168089,0,0,90,,,,,,,
168180,0,0,90,,,,,,,
168180,0,0,90,,,,,,,
168362,0,0,90,,,,,,,
168544,0,0,90,,,,,,,
168725,0,0,90,,,,,,,
168907,0,0,90,,,,,,,
168907,0,0,90,,,,,,,
169271,0,0,90,,,,,,,
169635,0,0,90,,,,,,,
169635,0,0,90,,,,,,,
169816,0,0,90,,,,,,,
169998,0,0,90,,,,,,,
170180,0,0,90,,,,,,,
170362,0,0,90,,,,,,,
170362,0,0,90,,,,,,,
170544,0,0,90,,,,,,,
170725,0,0,90,,,,,,,
170907,0,0,90,,,,,,,
171089,0,0,90,,,,,,,
171089,0,0,90,,,,,,,
171271,0,0,90,,,,,,,
171453,0,0,90,,,,,,,
171635,0,0,90,,,,,,,
171816,0,0,90,,,,,,,
171816,0,0,90,,,,,,,
172180,0,0,90,,,,,,,
172362,0,0,90,,,,,,,
172544,0,0,90,,,,,,,
172544,0,0,90,,,,,,,
172725,0,0,90,,,,,,,
172907,0,0,90,,,,,,,
173271,0,0,90,,,,,,,
173271,0,0,90,,,,,,,
173635,0,0,90,,,,,,,
173816,0,0,90,,,,,,,
173998,0,0,90,,,,,,,
173998,0,0,90,,,,,,,
174180,0,0,90,,,,,,,
174362,0,0,90,,,,,,,
174544,0,0,90,,,,,,,
174725,0,0,90,,,,,,,
174725,0,0,90,,,,,,,
174907,0,0,90,,,,,,,
175089,0,0,90,,,,,,,
175271,0,0,90,,,,,,,
175453,0,0,90,,,,,,,
175453,0,0,90,,,,,,,
175635,0,0,90,,,,,,,
175816,0,0,90,,,,,,,
175998,0,0,90,,,,,,,
176180,0,0,90,,,,,,,
